fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,disp/dem,,,,dmu_nu_popurbana,ihu_nu_popriscoinerente,ihu_nu_popriscoposdeficit,ihu_nu_popriscototal,ihu_cs_ish,area_setor,area_otto,area_scbc,deman_indus,densidade,pop_urb_scbc,pop_urb_bacia,perc_scbc,ihu_rel,ire_cs_hum,
Chave primária única da poção do setor cencitário,Código da respectiva ottobacia (BHO 2017) onde está a porção do setor censitário.,Código IBGE da porção do setor cencitário,Tipo de setor censitário (rural,Código do município,Nome do município,Unidade da Federação,"Situação do setor, se é urbana (1, 2 e 3) ou rural (demais valores)",disp_q95,dem_ret20,dem_acm,bal_perc,Inverso do balaço Hídrico (adm),Fator iminente,Fator pós deificit,Fator de Risco ,VAB - Municipio ,VAB (mil R$) Risco inerente, Valor de população (nº habitantes) em risco pós-déficit., Valor de população (nº habitantes) em risco total.,Classe (1-5) do Índice de Segurança Hídrica do município associado à sua população urbana (depende da projeção da população urbana de 2035),Área total do setor censitário (km²) ,Área total da ottobacia (km²) ,Área do setor censitário interno à ottobacia (km²),Demanda industrial por BHO (m³/s) (tabela balanços  2020),Densidade da demanda industrial na BHO (m³/s . km²) (tabela balanços 2020),Demanda industrial estimada da porção do setor cencitário interno à ottobacia (m³/s) ,Demanda industrial estimada para a ottobacia (m³/s) ,Percentual da demanda industrial na porção do setor cencitário que está na ottobacia em relação à demanda industrial total da ottobacia,Classe (1-5) do Índice de Segurança Hídrica associado à população urbana da porção do setor censitário interno a cada ottobacia.,Classe (1-5) do Índice de Segurança Hídrica da ottobacia associado à sua população urbana.,
20666,77736,320520025080006,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,1186338351","15,58805914","0,119","0,018617","0,001194311609","0,0001421230815","0,01862290093","0,007634048532","0,023","3,001",Médio
20667,77736,320520025080007,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,07044635896","15,58805914","0,07","0,018617","0,001194311609","0,00008360181266","0,01862290093","0,004490616784","0,013","3,001",Médio
20668,77736,320520025080008,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,09954600859","15,58805914","0,1","0,018617","0,001194311609","0,0001194311609","0,01862290093","0,006415166834","0,019","3,001",Médio
20669,77736,320520025080010,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,1167772549","15,58805914","0,005","0,018617","0,001194311609","0,000005971558047","0,01862290093","0,0003207583417","0,001","3,001",Médio
20670,7774142,320520025080010,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,037","0,007","0,007","17,956","5,569225106","0,011","0,000","0,011",2.493.630,26.799,0,26.799,"3,00","0,1167772549","5,870323782","0,112","0,006656","0,001133838651","0,000126989929","0,006653365206","0,01907901577","0,057","2,999",Médio
20671,77736,320520025080011,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,1125314902","15,58805914","0,113","0,018617","0,001194311609","0,0001349572119","0,01862290093","0,007249138522","0,022","3,001",Médio
20672,77736,320520025080013,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,0540858791","15,58805914","0,054","0,018617","0,001194311609","0,00006449282691","0,01862290093","0,00346419009","0,010","3,001",Médio
20673,77736,320520025080021,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,07635381274","15,58805914","0,076","0,018617","0,001194311609","0,00009076768232","0,01862290093","0,004875526794","0,015","3,001",Médio
20674,77736,320520025080022,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,05851551063","15,58805914","0,059","0,018617","0,001194311609","0,00007046438496","0,01862290093","0,003784948432","0,011","3,001",Médio
20675,77736,320520025080023,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,01029001422","15,58805914","0,006","0,018617","0,001194311609","0,000007165869657","0,01862290093","0,00038491001","0,001","3,001",Médio
20676,7774142,320520025080023,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,037","0,007","0,007","17,956","5,569225106","0,011","0,000","0,011",2.493.630,26.799,0,26.799,"3,00","0,01029001422","5,870323782","0,002","0,006656","0,001133838651","0,000002267677303","0,006653365206","0,0003406967101","0,001","2,999",Médio
20677,77736,320520025080025,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,04002357026","15,58805914","0,025","0,018617","0,001194311609","0,00002985779024","0,01862290093","0,001603791708","0,005","3,001",Médio
20678,7774142,320520025080025,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,037","0,007","0,007","17,956","5,569225106","0,011","0,000","0,011",2.493.630,26.799,0,26.799,"3,00","0,04002357026","5,870323782","0,003","0,006656","0,001133838651","0,000003401515954","0,006653365206","0,0005110450652","0,002","2,999",Médio
20679,77736,320520025080026,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,02543430441","15,58805914","0,014","0,018617","0,001194311609","0,00001672036253","0,01862290093","0,0008981233567","0,003","3,001",Médio
20680,77736,320520025080032,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,03352205852","15,58805914","0,034","0,018617","0,001194311609","0,00004060659472","0,01862290093","0,002181156724","0,007","3,001",Médio
20681,77736,320520025080033,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,03459957038","15,58805914","0,035","0,018617","0,001194311609","0,00004180090633","0,01862290093","0,002245308392","0,007","3,001",Médio
20682,77736,320520025080035,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,04668734988","15,58805914","0,047","0,018617","0,001194311609","0,00005613264565","0,01862290093","0,003015128412","0,009","3,001",Médio
20683,77736,320520025080036,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,05488037886","15,58805914","0,055","0,018617","0,001194311609","0,00006568713852","0,01862290093","0,003528341759","0,011","3,001",Médio
20684,77736,320520025080037,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,04488280067","15,58805914","0,045","0,018617","0,001194311609","0,00005374402243","0,01862290093","0,002886825075","0,009","3,001",Médio
20685,77736,320520025080038,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,05487587535","15,58805914","0,055","0,018617","0,001194311609","0,00006568713852","0,01862290093","0,003528341759","0,011","3,001",Médio
20686,77736,320520025080042,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,02647776417","15,58805914","0,003","0,018617","0,001194311609","0,000003582934828","0,01862290093","0,000192455005","0,001","3,001",Médio
20687,77736,320520025080043,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,08167055549","15,58805914","0,072","0,018617","0,001194311609","0,00008599043588","0,01862290093","0,00461892012","0,014","3,001",Médio
20688,77736,320520025080045,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,02957821115","15,58805914","0,007","0,018617","0,001194311609","0,000008360181266","0,01862290093","0,0004490616784","0,001","3,001",Médio
20689,77736,320520025080046,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,01685564903","15,58805914","0,017","0,018617","0,001194311609","0,00002030329736","0,01862290093","0,001090578362","0,003","3,001",Médio
20690,77736,320520025080047,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,07616090187","15,58805914","0,076","0,018617","0,001194311609","0,00009076768232","0,01862290093","0,004875526794","0,015","3,001",Médio
20691,77736,320520025080048,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,02054601119","15,58805914","0,021","0,018617","0,001194311609","0,0000250805438","0,01862290093","0,001347185035","0,004","3,001",Médio
20692,77736,320520025080049,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,2775259202","15,58805914","0,139","0,018617","0,001194311609","0,0001660093137","0,01862290093","0,008917081899","0,027","3,001",Médio
20693,7774142,320520025080049,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,037","0,007","0,007","17,956","5,569225106","0,011","0,000","0,011",2.493.630,26.799,0,26.799,"3,00","0,2775259202","5,870323782","0,138","0,006656","0,001133838651","0,0001564697339","0,006653365206","0,023508073","0,071","2,999",Médio
20694,7774142,320520025080050,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,037","0,007","0,007","17,956","5,569225106","0,011","0,000","0,011",2.493.630,26.799,0,26.799,"3,00","0,009793840447","5,870323782","0,01","0,006656","0,001133838651","0,00001133838651","0,006653365206","0,001703483551","0,005","2,999",Médio
20695,777196,320530910000088,Urbana,3205309,Vitória,Espírito Santo,2,"0,039","0,007","0,007","17,722","5,642831016","0,010","0,000","0,010",9.518.403,99.643,0,99.643,"3,00","7,412908586","10,24607311","2,391","0,006579","0,0006420996541","0,001535260273","0,006578310956","0,2333576946","0,700","3,000",Médio
20696,777198,320530910000088,Urbana,3205309,Vitória,Espírito Santo,2,"0,152","0,002","0,002","1,303","76,7577441","0,000","0,000","0,000",9.518.403,539,0,539,"3,00","7,412908586","39,97864743","0,933",0,0,0,0,0,"0,000","0,000",#N/A
20697,7771992,320530910000088,Urbana,3205309,Vitória,Espírito Santo,2,"0,019","0,000","0,000","0,730","137,0539695","0,000","0,000","0,000",9.518.403,169,0,169,"3,00","7,412908586","5,091642909","0,362",0,0,0,0,0,"0,000","0,000",#N/A
20698,777194,320530910000088,Urbana,3205309,Vitória,Espírito Santo,2,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","7,412908586","34,40661154","0,092","0,077107","0,002241051837","0,000206176769","0,07710787056","0,002673904691","0,005","2,000",Baixo
20699,777194,320530910130036,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","6,042584499","34,40661154","0,46","0,077107","0,002241051837","0,001030883845","0,07710787056","0,01336952346","0,027","2,000",Baixo
20700,777194,320530910140002,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,03658125101","34,40661154","0,037","0,077107","0,002241051837","0,00008291891797","0,07710787056","0,001075374713","0,002","2,000",Baixo
20701,777194,320530910140003,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,01352943154","34,40661154","0,005","0,077107","0,002241051837","0,00001120525919","0,07710787056","0,0001453209071","0,000","2,000",Baixo
20702,777194,320530910140016,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,01656583433","34,40661154",0,"0,077107","0,002241051837",0,"0,07710787056",0,"0,000","2,000",Baixo
20703,7771934,320530910140024,Urbana,3205309,Vitória,Espírito Santo,1,"0,028","0,031","0,031","112,367","0,8899400859","0,297","0,110","0,407",9.518.403,2.823.603,1.047.595,3.871.197,"1,00","17,58533851","7,349539035","2,952","0,031281","0,0042561853","0,012564259","0,03128296195","0,4016578436","0,402","1,000",Mínimo
20704,777194,320530910140024,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","17,58533851","34,40661154","7,625","0,077107","0,002241051837","0,01708802026","0,07710787056","0,2216143834","0,443","2,000",Baixo
20705,777194,320530910140025,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,02452941069","34,40661154","0,025","0,077107","0,002241051837","0,00005602629593","0,07710787056","0,0007266045356","0,001","2,000",Baixo
20706,777194,320530910140052,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,08945551092","34,40661154","0,077","0,077107","0,002241051837","0,0001725609915","0,07710787056","0,00223794197","0,004","2,000",Baixo
20707,777194,320530910140053,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,02330883484","34,40661154","0,013","0,077107","0,002241051837","0,00002913367388","0,07710787056","0,0003778343585","0,001","2,000",Baixo
20708,777194,320530910140054,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,02408697492","34,40661154","0,001","0,077107","0,002241051837","0,000002241051837","0,07710787056","0,00002906418142","0,000","2,000",Baixo
20709,777194,320530910140058,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,01539573109","34,40661154","0,014","0,077107","0,002241051837","0,00003137472572","0,07710787056","0,0004068985399","0,001","2,000",Baixo
20710,777194,320530910140059,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,01586620825","34,40661154","0,016","0,077107","0,002241051837","0,00003585682939","0,07710787056","0,0004650269028","0,001","2,000",Baixo
20711,777194,320530910140060,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,01115676845","34,40661154","0,011","0,077107","0,002241051837","0,00002465157021","0,07710787056","0,0003197059957","0,001","2,000",Baixo
20712,777194,320530910140061,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,01739662462","34,40661154","0,017","0,077107","0,002241051837","0,00003809788123","0,07710787056","0,0004940910842","0,001","2,000",Baixo
20713,777194,320530910140062,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,06056563909","34,40661154","0,046","0,077107","0,002241051837","0,0001030883845","0,07710787056","0,001336952346","0,003","2,000",Baixo
20714,777194,320530910140077,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,01383000355","34,40661154","0,011","0,077107","0,002241051837","0,00002465157021","0,07710787056","0,0003197059957","0,001","2,000",Baixo
20715,777194,320530910140085,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,2140358291","34,40661154","0,214","0,077107","0,002241051837","0,0004795850931","0,07710787056","0,006219734825","0,012","2,000",Baixo
20716,777194,320530910140086,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,01199539982","34,40661154","0,012","0,077107","0,002241051837","0,00002689262205","0,07710787056","0,0003487701771","0,001","2,000",Baixo
20717,777194,320530910140088,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,05146199007","34,40661154","0,01","0,077107","0,002241051837","0,00002241051837","0,07710787056","0,0002906418142","0,001","2,000",Baixo
20718,777194,320530910140092,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,03683162843","34,40661154","0,003","0,077107","0,002241051837","0,000006723155511","0,07710787056","0,00008719254427","0,000","2,000",Baixo
20719,777194,320530910140097,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,03700329129","34,40661154","0,037","0,077107","0,002241051837","0,00008291891797","0,07710787056","0,001075374713","0,002","2,000",Baixo
20720,777194,320530910140098,Urbana,3205309,Vitória,Espírito Santo,1,"0,130","0,078","0,078","59,546","1,679381538","0,118","0,000","0,118",9.518.403,1.124.978,0,1.124.978,"2,00","0,01179703718","34,40661154","0,012","0,077107","0,002241051837","0,00002689262205","0,07710787056","0,0003487701771","0,001","2,000",Baixo
20721,776197,310110205000001,Urbana,3101102,Aimorés,Minas Gerais,1,"44,446","0,001","2,862","6,440","15,52833907","0,001","0,000","0,001",198.205,274,0,274,"3,00","0,1183551688","9,319896411","0,118","0,000898","0,00009635300227","0,00001136965427","0,0008979136281","0,01266108493","0,038","3,000",Médio
20722,776197,310110205000002,Urbana,3101102,Aimorés,Minas Gerais,1,"44,446","0,001","2,862","6,440","15,52833907","0,001","0,000","0,001",198.205,274,0,274,"3,00","0,3618856996","9,319896411","0,286","0,000898","0,00009635300227","0,00002755695865","0,0008979136281","0,03068703636","0,092","3,000",Médio
20723,7761961,310110205000002,Urbana,3101102,Aimorés,Minas Gerais,1,"0,084","0,001","0,004","4,421","22,61725681","0,001","0,000","0,001",198.205,129,0,129,"3,00","0,3618856996","2,067332871","0,076","0,000655","0,0003168333504","0,00002407933463","0,000654577702","0,03676234295","0,110","2,998",Médio
20724,776197,310110205000003,Urbana,3101102,Aimorés,Minas Gerais,1,"44,446","0,001","2,862","6,440","15,52833907","0,001","0,000","0,001",198.205,274,0,274,"3,00","0,05007312573","9,319896411","0,029","0,000898","0,00009635300227","0,000002794237066","0,0008979136281","0,003111622568","0,009","3,000",Médio
20725,7761961,310110205000003,Urbana,3101102,Aimorés,Minas Gerais,1,"0,084","0,001","0,004","4,421","22,61725681","0,001","0,000","0,001",198.205,129,0,129,"3,00","0,05007312573","2,067332871","0,021","0,000655","0,0003168333504","0,000006653500359","0,000654577702","0,01015801582","0,030","2,998",Médio
